<<<<<<< HEAD
Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),% Change,
BTC,2018-12-08,3391.8741459694,3578.2072060032,3621.5012565288,3201.7627967705
BTC,2018-12-09,3452.6161853921,3391.8781755963,3475.9301775671,3251.8357967294
BTC,2018-12-10,3507.3063671956,3452.5884991144,3642.4148503997,3374.3669866557
BTC,2018-12-11,3419.7337684576,3528.1202013162,3591.2367342495,3355.6425528589
BTC,2018-12-12,3360.9466282566,3409.1628817491,3428.1004177574,3294.037452444
BTC,2018-12-13,3414.8337488292,3360.9561908129,3474.3913555499,3324.9251795167
BTC,2018-12-14,3263.5479129873,3427.0497290106,3435.1424732744,3233.263656101
BTC,2018-12-15,3212.207080727,3262.2716827669,3300.6513939453,3138.099493695
BTC,2018-12-16,3194.96227244,3212.2071589501,3227.8674198728,3122.3427164835
BTC,2018-12-17,3200.6424680869,3178.299354793,3256.6003258844,3176.3530149734
BTC,2018-12-18,3478.461202649,3199.1762645654,3579.8148841419,3181.7013948425
BTC,2018-12-19,3562.8949463603,3478.4609900005,3573.2403351297,3429.858731473
BTC,2018-12-20,3709.3167592101,3664.6588290579,3929.0984909421,3642.8286649922
BTC,2018-12-21,4065.7999528499,3709.3235319539,4160.2967260415,3662.7434387839
BTC,2018-12-22,3824.7397939051,4065.7736166509,4164.5506507301,3774.3236836839
BTC,2018-12-23,3862.7263286473,3838.2303868152,3929.8595909537,3791.9053752251
BTC,2018-12-24,3949.7943416583,3862.7263285159,4052.2305472168,3862.7229992528
BTC,2018-12-25,4054.2962598168,3942.7377761177,4241.4361339864,3942.6694475586
BTC,2018-12-26,3767.3500239009,4030.0034134892,4045.5720841772,3677.0436490123
BTC,2018-12-27,3807.1530224727,3767.8721036119,3869.4011644061,3682.6818450797
BTC,2018-12-28,3587.1982229208,3809.2952035809,3842.3117925732,3571.1523760499
BTC,2018-12-29,3865.5293004371,3587.2353507323,3945.2446489655,3558.7377173657
BTC,2019-01-01,3689.5646203364,3689.9723378682,3690.3067917937,3689.4751199481
BTC,2019-01-02,3715.5644411293,3693.3300666654,3741.8818553972,3644.8762824863
BTC,2019-01-03,3882.304754348,3715.5643838661,3900.7091270403,3711.2741076363
BTC,2019-01-04,3795.5927412969,3882.3036216798,3916.1976844374,3760.9440417808
BTC,2019-01-05,3812.3811076791,3781.020705993,3844.986111038,3725.7396632966
BTC,2019-01-06,3809.9143429619,3812.3811191955,3866.4174315002,3775.8288779968
BTC,2019-01-07,4014.1331870739,3797.0340970819,4063.9453560949,3758.5165264648
BTC,2019-01-08,3989.6317409326,4032.4591655851,4060.8647998529,3526.1392784483
BTC,2019-01-09,3992.9861439065,3989.6317529072,4096.3830349478,3947.0359235851
BTC,2019-01-10,3995.3251931641,3981.9382996592,4023.7344900783,3965.9763463782
BTC,2019-01-11,3617.3462911588,3995.3251807214,4025.5283108917,3570.076959892
BTC,2019-01-12,3606.1648903844,3617.268962197,3676.7323463205,3572.6749793622
BTC,2019-01-13,3611.5282378524,3609.1295656008,3644.3441048105,3564.6278890838
BTC,2019-01-14,3497.6693915005,3614.4208481332,3642.0477232305,3480.8328903724
BTC,2019-01-15,3654.3470673605,3497.6696152725,3696.0690013667,3488.7187151541
BTC,2019-01-16,3568.7512587366,3653.6803179504,3679.7036556421,3544.4295513188
BTC,2019-01-17,3593.7217397683,3568.6826659047,3662.9187293804,3567.1487961193
BTC,2019-01-18,3623.717336702,3603.5516365649,3644.7312977719,3546.3096872144
BTC,2019-01-19,3605.8551868777,3623.7175000563,3641.9610380994,3578.4253177178
BTC,2019-01-20,3690.9085636878,3605.8551173227,3735.3565403606,3602.420476252
BTC,2019-01-21,3544.2217242808,3680.2847465733,3701.4548021804,3490.7036841512
BTC,2019-01-22,3528.4635294479,3544.221815669,3558.2338181581,3496.6026418546
BTC,2019-01-23,3581.5519472363,3528.463928169,3605.7416768987,3444.6864706167
BTC,2019-01-24,3549.770799097,3572.6889495791,3608.8769021965,3521.835474332
BTC,2019-01-25,3562.9204764613,3555.8619611779,3591.5938974426,3530.5473093896
BTC,2019-01-26,3566.6661636996,3571.8088869481,3574.1243701222,3522.4241867044
BTC,2019-01-27,3563.2780095528,3566.6662254659,3648.4999031042,3541.1709868168
BTC,2019-01-28,3539.6209472447,3563.1602016498,3564.954936082,3481.3844702502
BTC,2019-01-29,3425.2621611882,3530.2037098414,3541.4171613861,3374.4639009087
BTC,2019-01-30,3395.0186452497,3429.7077486011,3438.0683712479,3346.1431882717
BTC,2019-01-31,3441.0322154158,3395.2247993224,3460.2319504376,3371.6887461729
BTC,2019-02-01,3420.633226576,3434.5218470937,3471.2474609692,3394.2846344068
BTC,2019-02-02,3439.8056988758,3412.7222187981,3454.4143010866,3375.7316830155
BTC,2019-02-03,3433.0352852216,3440.0768467245,3453.6943391505,3409.5411062042
BTC,2019-02-04,3404.499313399,3433.0448952612,3487.5719731172,3386.5793662385
BTC,2019-02-05,3412.2304311019,3417.0229432502,3442.6380964385,3393.9942103601
BTC,2019-02-06,3419.7678987458,3412.2303777078,3433.6896318768,3398.9557445455
BTC,2019-02-07,3367.5190315823,3428.981334945,3441.9204599448,3344.1244221554
BTC,2019-02-08,3360.534075862,3365.5294725506,3380.7838372438,3349.755990129
BTC,2019-02-09,3591.0221518825,3360.5344472195,3702.4815714913,3343.3434931607
BTC,2019-02-10,3617.4646801319,3621.6273862828,3638.4942900867,3590.2892237183
BTC,2019-02-11,3621.1540027134,3617.4645020652,3631.0382194861,3577.9800927456
BTC,2019-02-12,3593.1831765659,3621.1736667164,3653.1166205433,3579.4289942413
BTC,2019-02-13,3579.3418810265,3593.1832668492,3616.4232425127,3546.2494328416
BTC,2019-02-14,3569.5548327757,3589.2241478165,3625.7904946388,3556.8985517884
BTC,2019-02-15,3558.3968581047,3569.5548371285,3587.7735125697,3536.4280980834
BTC,2019-02-16,3566.2477646317,3555.1994796906,3617.5201309069,3542.4125039588
BTC,2019-02-17,3596.4051912371,3566.2371496053,3607.9635038149,3564.6096749623
BTC,2019-02-18,3606.1519884106,3596.3886153738,3662.6204110155,3558.7572134915
BTC,2019-02-19,3865.3181649793,3606.1329608472,3925.1213667493,3598.9242555342
BTC,2019-02-20,3904.4829202328,3869.8341042032,3975.8895982273,3842.3006851046
BTC,2019-02-21,3924.7398439211,3904.4656441042,3964.5554961653,3861.1203422816
BTC,2019-02-22,3889.7584851849,3924.7398438411,3979.0579285253,3870.9501631812
BTC,2019-02-23,3933.6075896328,3898.5078671278,3953.5348129144,3889.6196960051
BTC,2019-02-24,4105.1127585961,3933.6061118916,4146.0112742329,3912.7441268992
BTC,2019-02-25,3763.6205157956,4105.0951884909,4178.6586138045,3697.8200197762
BTC,2019-02-26,3819.8653414425,3763.6221670583,3852.370301297,3729.6852140889
BTC,2019-02-27,3797.5817895103,3819.8793160372,3831.0290648074,3762.2121951164
BTC,2019-02-28,3772.9363353275,3796.6372843084,3824.1658793727,3666.5240164294
BTC,2019-03-01,3799.678542951,3773.4414607526,3879.2311846694,3753.8000224646
BTC,2019-03-02,3811.6119793671,3799.3670260062,3840.0448230745,3788.9184983301
BTC,2019-03-03,3804.4191701095,3806.6915127875,3819.1943561235,3759.4092164743
BTC,2019-03-04,3782.6641011218,3807.8457559152,3818.6954813471,3766.2420482277
BTC,2019-03-05,3689.8628931904,3783.3550634445,3804.3536162349,3663.4777433591
BTC,2019-03-06,3832.0808847342,3701.0498710337,3866.7187042421,3688.6971538467
BTC,2019-03-07,3848.9563696825,3832.5924290751,3881.9657697745,3802.516053637
BTC,2019-03-08,3859.8399833296,3848.9563673107,3890.7454923564,3827.6703034796
BTC,2019-03-09,3828.3719040694,3859.800616241,3917.9975657866,3778.5164813299
BTC,2019-03-10,3898.8684595605,3841.8871376912,3948.8841402936,3832.1449117909
BTC,2019-03-11,3899.6558689562,3916.7561923023,3921.934211189,3865.9157812103
BTC,2019-03-12,3851.2491896498,3899.4592741125,3913.4555196012,3819.9289426072
BTC,2019-03-13,3866.2959463248,3851.6238815417,3879.9716038316,3795.675857003
BTC,2019-03-14,3846.2744415121,3866.295956546,3873.719094248,3823.8087959307
BTC,2019-03-15,3855.7443626577,3846.2744497219,3897.7257096203,3792.3919138171
BTC,2019-03-16,3892.0523011383,3855.7443243866,3908.2782944187,3843.4489631821
BTC,2019-03-17,3985.8512364813,3892.0522289395,4033.6827769674,3891.8183691166
BTC,2019-03-18,3970.3890446061,3989.5366651403,3992.6055063928,3931.5821801678
BTC,2019-03-19,3974.4157640954,3970.3835971649,4020.8924136856,3931.6740294885
BTC,2019-03-20,3996.037130764,3970.2819870686,4020.0070715102,3949.8929212251
BTC,2019-03-21,4027.7873954939,3996.0370554516,4034.5264965308,3964.7936371571
BTC,2019-03-22,3974.8114294551,4026.5886511868,4053.5380561331,3904.8360844785
BTC,2019-03-23,3987.3052249052,3974.8112480503,4002.5323162845,3957.9443157726
BTC,2019-03-24,3977.707443288,3977.2760394493,4006.9845681341,3961.8024253806
BTC,2019-03-25,3968.4387009854,3977.707443288,3990.9652916493,3940.8797442035
BTC,2019-03-26,3913.7817170518,3972.696581974,3982.2327641875,3903.2939295524
BTC,2019-03-27,3915.3753197805,3913.7817424775,3928.9794272178,3876.7208578109
BTC,2019-03-28,4018.5905096995,3925.8653589823,4030.3576407268,3914.5777080645
BTC,2019-03-29,4008.3708718477,4018.5905096995,4033.3865237994,3990.0086156216
BTC,2019-03-30,4080.2601141916,4008.3710697461,4100.1491192074,4006.619168948
BTC,2019-03-31,4081.2216046987,4090.7504094242,4128.4151017141,4030.0612567554
BTC,2019-04-01,4094.7047913777,4081.2216046987,4104.5362539203,4073.2454564109
BTC,2019-04-02,4135.1849399747,4094.7047913777,4148.6617997836,4052.6016759166
BTC,2019-04-03,4818.7706353498,4135.182904792,4961.78030632,4132.5566599939
BTC,2019-04-04,5102.1507526415,4818.7735040301,5325.2338770174,4810.2449740699
BTC,2019-04-05,4875.5994313973,4966.9016298723,5071.5896135415,4787.7079940292
BTC,2019-04-06,5030.9332705867,4875.5961465511,5060.7032027976,4875.5961465511
BTC,2019-04-07,5028.3210819427,5032.7912392522,5229.9575509425,4934.2630443641
BTC,2019-04-08,5198.1731702888,5028.3202691679,5247.4649314366,5019.3333318063
BTC,2019-04-09,5260.2050430865,5192.9290962064,5343.2470926415,5088.678144514
BTC,2019-04-10,5179.997649218,5260.2003287856,5285.8634204236,5117.0061851338
BTC,2019-04-11,5283.543757825,5179.9966735738,5450.989154256,5170.615377475
BTC,2019-04-12,5049.6058235388,5320.6135135987,5342.5239018413,4954.1609154428
BTC,2019-04-13,5077.5158640878,5042.4023413794,5098.6060391669,4894.7331802049
BTC,2019-04-14,5066.8670401606,5077.5211333771,5117.6210450332,5021.7650353067
BTC,2019-04-15,5158.3874010066,5066.8774596534,5167.4313400271,5014.1653733057
BTC,2019-04-16,5045.6751659083,5145.8703659694,5181.9270002699,4957.6868898445
BTC,2019-04-17,5184.2044677779,5035.4607327922,5218.961540392,5019.9529488984
BTC,2019-04-18,5220.9599338197,5184.2044800119,5253.8619606622,5167.6833737207
BTC,2019-04-19,5276.5589823291,5218.0798427466,5310.4870454049,5214.8029423068
BTC,2019-04-20,5266.6612458779,5279.1814277,5345.7593029787,5212.1884707029
BTC,2019-04-21,5292.1483296981,5266.6612610884,5353.2868301723,5259.4268274145
BTC,2019-04-22,5276.5583181647,5292.1483276552,5330.9173143936,5195.6335370123
BTC,2019-04-23,5398.4334166027,5282.0882670752,5408.8419630351,5239.1652956097
BTC,2019-04-24,5552.5219105461,5398.4334166027,5622.4818679657,5359.2519203866
BTC,2019-04-25,5432.9910174238,5552.5194712993,5614.992209124,5373.8647065322
BTC,2019-04-26,5132.227526274,5432.9910173679,5505.1319530759,5055.1925785883
BTC,2019-04-27,5151.5745281681,5131.0616909647,5274.6954852413,5053.9463090714
BTC,2019-04-28,5200.1932393191,5151.5744081971,5218.8151827909,5088.2981217826
BTC,2019-04-29,5152.5457396305,5200.1930596118,5208.3476561134,5118.9091325833
BTC,2019-04-30,5151.4334996793,5156.543027828,5192.0253391672,5083.8427035987
BTC,2019-05-01,5277.4444688896,5155.6172833984,5292.6053854377,5130.2601978629
BTC,2019-05-02,5297.9424922151,5277.444450001,5351.3591428566,5259.8440261214
BTC,2019-05-03,5405.8780670084,5323.6392701182,5427.4883938579,5310.6701004202
BTC,2019-05-04,5697.6790537992,5405.8781112193,5791.2114632021,5378.2080477999
BTC,2019-05-05,5812.3317793033,5690.1475273592,5829.9489133851,5529.7482398946
BTC,2019-05-06,5713.0350518135,5787.5985981407,5787.6454782757,5634.7238503772
BTC,2019-05-07,5706.0084207883,5713.0349658693,5750.5656087971,5562.3147274549
BTC,2019-05-08,5899.5296934602,5687.2598413585,5956.1501039829,5687.253246151
BTC,2019-05-09,5932.4413913918,5759.3750574463,5942.4108923254,5708.476326096
BTC,2019-05-10,6159.6859018287,5932.4462847078,6159.6859018287,5845.6509179975
BTC,2019-05-11,6387.829450439,6159.6895437717,6426.8312070424,6098.1579761282
BTC,2019-05-12,7254.8055361621,6347.7067370066,7337.3221812437,6346.3318889256
BTC,2019-05-13,6992.7066614624,7241.0236527485,7577.7706750947,6758.8820843525
BTC,2019-05-14,7906.9408350528,6992.705887281,8148.5610875384,6860.2866798543
BTC,2019-05-15,7928.4174163467,7906.9464248717,8353.869652476,7642.4035612633
BTC,2019-05-16,8177.4535191838,7989.1277083975,8260.9531103939,7844.9802377751
BTC,2019-05-17,7820.0762428219,8177.4535736638,8360.3001909545,7683.6652827439
BTC,2019-05-18,7243.650538964,7820.0765409497,7935.9747702379,6900.8294027867
BTC,2019-05-19,7295.6497288231,7361.2576328893,7490.7942004206,7218.2606681079
BTC,2019-05-20,8221.2593953546,7285.4214269558,8242.3575083983,7267.2109184077
BTC,2019-05-21,7917.0124987984,8221.2654730703,8296.5456029187,7581.108489471
BTC,2019-05-22,7961.1287431622,7984.511102994,8092.6791543296,7811.2772223591
BTC,2019-05-23,7723.9038796248,7961.5198801948,8018.7545463135,7511.1139242967
BTC,2019-05-24,7903.8469103955,7723.894266781,7973.2306311433,7478.095034704
BTC,2019-05-25,8038.5067907549,7871.3758712149,8171.8008380369,7792.4338135911
BTC,2019-05-26,8089.5701634982,7990.9198159167,8130.5776342088,7935.7438911661
BTC,2019-05-27,8653.1423680221,8090.0465263258,8780.7820298591,7889.0706759973
BTC,2019-05-28,8800.3466061527,8653.1518022683,8937.2464912039,8621.5721918502
BTC,2019-05-29,8719.3314849999,8776.5657880978,8819.6662969235,8555.5908335332
BTC,2019-05-30,8672.4001072907,8721.3476412347,8756.2424429279,8430.1298903369
BTC,2019-05-31,8287.0402563223,8665.8396573792,9084.1499973709,8025.5864761456
BTC,2019-06-01,8513.2038819334,8285.4963935396,8544.6432253438,8120.0894792356
BTC,2019-06-02,8588.4795049694,8514.3959265461,8622.7299806059,8455.8604098955
BTC,2019-06-03,8744.2655607165,8589.1696417012,8830.1821538398,8523.2427413602
BTC,2019-06-04,8474.0482291229,8744.1092236193,8765.7434622966,8342.3176873528
BTC,2019-06-05,7645.5725139007,8108.1595685263,8108.1595685263,7453.269352399
BTC,2019-06-06,7790.3211349552,7644.7987582348,7922.561139389,7586.3616207288
BTC,2019-06-07,7730.8817258862,7794.1959242062,7920.5270486164,7459.129075662
BTC,2019-06-08,8030.2560794416,7730.1859182601,8134.1668204893,7723.5396780797
BTC,2019-06-09,7949.425798625,8030.2338560247,8074.5935388233,7790.8998343964
BTC,2019-06-10,7600.9224920885,7930.8922727102,7964.0245354802,7525.5926088831
BTC,2019-06-11,7954.0062377205,7600.9225047785,8064.9001353225,7530.5341004825
BTC,2019-06-12,7903.6252503798,8014.2309190982,8048.2226611274,7714.610306452
BTC,2019-06-13,8151.7886797815,7903.6146316397,8249.4160670662,7824.1140843363
BTC,2019-06-14,8256.7200994618,8166.6682357284,8330.6643517846,8052.1542252186
BTC,2019-06-15,8667.7879539941,8257.2776927416,8694.0229660645,8172.4002771628
BTC,2019-06-16,8836.1684129096,8698.1445368264,8897.9960229216,8622.4717352461
BTC,2019-06-17,9061.5404606385,8836.2496521451,9381.8197140209,8800.9956650855
BTC,2019-06-18,9346.9750871976,9061.5935249702,9409.3424621723,8969.770912568
BTC,2019-06-19,9012.4878496522,9337.754058545,9357.7732559976,8943.0971053156
BTC,2019-06-20,9259.1236383919,9011.4696762403,9285.4167158334,8967.5817148785
BTC,2019-06-21,9559.9006885716,9260.682723057,9599.9153349725,9198.7752567805
BTC,2019-06-22,9906.407965055,9559.9006591147,9941.5270774672,9521.83210207
BTC,2019-06-23,10461.4121688088,10206.490342332,11190.567798926,10058.4162662428
BTC,2019-06-24,10843.5709747797,10461.3904159387,11307.6935457487,10460.9988943702
BTC,2019-06-25,10996.4597495353,10843.6017701213,11104.1005162022,10539.812439096
BTC,2019-06-26,11665.4096837335,10996.4532821709,11704.6218958232,10951.0250198162
BTC,2019-06-27,12444.9258599878,11668.6658570188,13879.2377057928,11625.8810901961
BTC,2019-06-28,11086.2688286526,12444.92234283,13328.5803127139,10314.7538734517
BTC,2019-06-29,12316.9530120207,11086.2357150219,12402.0435115035,10789.984139661
BTC,2019-06-30,12024.0809722046,12360.1870979135,12381.0417016965,11368.274496108
BTC,2019-07-01,10932.3105071733,12024.0945221636,12187.3066985264,10837.5600652629
BTC,2019-07-02,10454.6838183291,10932.3074892823,11196.9957508963,9986.2568489798
BTC,2019-07-03,10800.1301399504,10454.7118899557,10933.8150039945,9676.5904002565
BTC,2019-07-04,11942.2402247929,10778.9100586114,11967.6544411845,10691.6694447365
BTC,2019-07-05,11645.5246063376,11942.241317492,12044.0795511745,11488.8306588501
BTC,2019-07-06,10946.2090547386,11138.7710294887,11440.8557302556,10771.3548417135
BTC,2019-07-07,11219.0460004352,10946.20856257,11735.5709361591,10834.7758711611
BTC,2019-07-08,11422.1144680283,11219.0495076997,11593.1177650972,11101.9151585759
BTC,2019-07-09,12335.9993946484,11422.1411587568,12354.4630323692,11335.1639503056
BTC,2019-07-10,12575.904067439,12335.9915530625,12815.6790357556,12127.712182121
BTC,2019-07-11,12054.1837934894,12585.2419743944,13175.6877367065,11566.8983942385
BTC,2019-07-12,11324.1446969751,12054.182805678,12188.1778430704,11011.0411202521
BTC,2019-07-13,11802.9599635884,11324.2018284256,11919.9220616201,11100.0885124471
BTC,2019-07-14,11279.6027356333,11796.7721497272,11830.8083720294,10826.035155074
BTC,2019-07-15,10506.3958273087,11402.9673057725,11463.2425199775,10316.7494887593
BTC,2019-07-16,10934.4827395525,10506.3482141274,10954.8240496507,9872.0272432166
BTC,2019-07-17,9490.4105157548,10934.4726429778,11075.3528200893,9404.3521963551
BTC,2019-07-18,9733.1321340919,9490.4381272323,9972.2451099106,9085.4894989784
BTC,2019-07-19,10603.3488731713,9693.4865106171,10740.9887019,9282.6429998444
BTC,2019-07-20,10466.2609381509,10603.3431456849,10797.6384591308,10133.0943109498
BTC,2019-07-21,10983.2160020296,10533.9632516606,11035.4259323072,10368.8010671024
BTC,2019-07-22,10551.1316333347,11004.396573273,11096.7744188936,10314.2661819319
BTC,2019-07-23,10285.6392306749,10551.127853068,10685.2481729702,10071.5224860373
BTC,2019-07-24,10027.5326122485,10285.6348208302,10338.63883502,9882.631831681
BTC,2019-07-25,9771.5047613175,9867.2650278599,9916.4775798314,9510.6239874291
BTC,2019-07-26,9897.4293515161,9771.5048190312,10184.4403703329,9738.0890848498
BTC,2019-07-27,9812.2263505784,9897.4134463384,9924.6025631283,9643.8818286496
BTC,2019-07-28,9440.1400373076,9812.2066384441,10193.5339692602,9306.1035315409
BTC,2019-07-29,9495.855261405,9459.6742423727,9603.3192747289,9134.3993522774
BTC,2019-07-30,9506.704273142,9528.6934430847,9717.5142776084,9373.36942847
BTC,2019-07-31,9572.735371803,9506.6980276749,9719.981661389,9387.2237202366
BTC,2019-08-01,10005.2944733245,9572.7384640587,10132.4047252828,9572.738439238
BTC,2019-08-02,10385.2006061246,10005.2892918685,10474.7817377768,9884.7377276261
BTC,2019-08-03,10513.9114715942,10385.2129717491,10663.6187858619,10329.1969177772
BTC,2019-08-04,10831.2598554087,10513.9147450743,10909.2559240906,10498.9444263068
BTC,2019-08-05,10985.8075416287,10831.2503019415,11051.9857922455,10573.7772973823
BTC,2019-08-06,11811.7870541507,10985.8308827386,11940.4838657553,10939.5690792781
BTC,2019-08-07,11310.187223605,11811.8035625011,12314.107664862,11219.4037828653
BTC,2019-08-08,11956.0472230184,11310.2216405931,12129.4097391128,11283.6761111563
BTC,2019-08-09,11817.4554825164,11956.0228070619,12032.0465280883,11502.5279891368
BTC,2019-08-10,11827.5745716918,11972.5929466786,12027.2599058138,11654.6632478994
BTC,2019-08-11,11278.2812549022,11827.5745728427,11967.8779622672,11227.6222137083
BTC,2019-08-12,11485.3657829898,11279.875538619,11545.1045253183,11101.0148454184
BTC,2019-08-13,11391.9686539038,11485.3640773925,11583.8906973405,11227.4406640768
BTC,2019-08-14,10869.3791128623,11391.9638254355,11434.8885296357,10746.7559476825
BTC,2019-08-15,10211.4985816982,10851.200469968,10860.8239741865,10047.9951301391
BTC,2019-08-16,10386.5395500195,10211.509511264,10444.0799631082,9682.7114223927
BTC,2019-08-17,10388.4505925604,10307.2597589846,10530.365307162,9726.9781503814
BTC,2019-08-18,10212.1014417394,10388.4580419409,10463.9187086365,9994.1082464545
BTC,2019-08-19,10335.3728385716,10211.6709254074,10462.7495056741,10082.2654915398
BTC,2019-08-20,10774.8103058331,10335.3744772756,10812.7970799622,10264.4564614099
BTC,2019-08-21,10818.5070076193,10774.8242118954,10943.8704129867,10531.4885593807
BTC,2019-08-22,10064.9167944793,10818.5226287878,10818.5891317862,9864.136684453
BTC,2019-08-23,10161.1647494901,10064.9310569138,10229.0170057546,9762.0524126348
BTC,2019-08-24,10364.2813536875,10103.4428968157,10450.2923381724,10034.0864475747
BTC,2019-08-25,10171.4974606754,10392.6163373387,10408.9638527379,9901.48601199
BTC,2019-08-26,10068.922419922,10171.4901866522,10292.8410213641,9911.5088196017
BTC,2019-08-27,10312.2150398496,10138.5708591703,10624.6051684248,10136.0717230708
BTC,2019-08-28,10122.1965329581,10312.1968630254,10402.2974923049,10042.8792879247
BTC,2019-08-29,9743.1620510451,10169.1427383499,10279.2542249405,9600.8350390244
BTC,2019-08-30,9487.9764335192,9743.1587296904,9747.1198283495,9325.3941544287
BTC,2019-08-31,9590.7363369227,9487.9600487016,9682.7255361249,9343.706051107
BTC,2019-09-01,9624.9839105321,9580.7613524785,9699.8643785368,9406.4444841648
BTC,2019-09-02,9780.6678970327,9624.9799668178,9819.1586219728,9552.150793747
BTC,2019-09-03,10381.8559592516,9781.8643381081,10440.2204552588,9738.2475728895
BTC,2019-09-04,10691.31129913,10366.3738173131,10752.421494933,10290.4944163268
BTC,2019-09-05,10555.0469008368,10691.3185189859,10810.0181694004,10185.2579080405
BTC,2019-09-06,10576.3178915251,10555.0623986939,10643.9460656338,10463.8132938419
BTC,2019-09-07,10334.0238858467,10576.325191402,10928.3438130991,10201.6083180634
BTC,2019-09-08,10495.2273642085,10333.9990632916,10563.7108903098,10288.7531640979
BTC,2019-09-09,10402.7965306911,10485.4097238908,10595.1955635918,10244.5825763984
BTC,2019-09-10,10332.9421881057,10402.7679483575,10524.3869543828,10097.980384673
BTC,2019-09-11,10082.9468264833,10332.9372738617,10380.3065877429,9956.122723091
BTC,2019-09-12,10152.7529840771,10107.4950381242,10269.0303923868,9891.8033006502
BTC,2019-09-13,10396.7672047403,10152.7606229694,10459.9266066139,10055.264493713
BTC,2019-09-14,10299.4769604855,10396.7622589643,10447.3886320838,10167.9910490121
BTC,2019-09-15,10351.2320218437,10299.4945680727,10425.9118165804,10229.4541811551
BTC,2019-09-16,10302.1907136783,10361.0856374306,10381.5645871136,10267.8654622876
BTC,2019-09-17,10301.6596516938,10306.1484003644,10373.063508627,10093.1402791067
BTC,2019-09-18,10231.4215119596,10301.6612572095,10304.6236445462,10145.3457608603
BTC,2019-09-19,10168.2877093815,10231.4130246146,10263.8233825536,10094.3250130397
BTC,2019-09-20,10223.5055788024,10166.778772232,10286.0107495563,9687.2941604435
BTC,2019-09-21,10138.3352052234,10223.5070882201,10289.215657675,10065.6289399979
BTC,2019-09-22,9984.520515967,10138.3575582109,10179.7424745144,9908.5728146086
BTC,2019-09-23,10031.8667089936,9984.5188569016,10083.0981311308,9850.7530853868
BTC,2019-09-24,9719.7186961077,10031.8668723599,10062.9198651927,9630.6957676786
BTC,2019-09-25,8688.9735259572,9719.7042573091,9770.1614839288,7944.3344976399
BTC,2019-09-26,8438.7085524873,8528.4647881237,8741.5095614673,8230.4665261865
BTC,2019-09-27,8103.2108995944,8438.7164590239,8462.412485799,7757.276118248
BTC,2019-09-28,8195.2106969967,8103.9015715921,8286.7432634801,7869.5531703496
BTC,2019-09-29,8146.4140320046,8183.3160575171,8321.1605871808,7723.6914190451
BTC,2019-09-30,8085.7132904218,8146.4229637683,8228.6414937867,7905.0177355603
BTC,2019-10-01,8241.3414700027,8055.6941385794,8331.291685876,7728.6784268333
BTC,2019-10-02,8333.6891904217,8298.6247752408,8508.7054089532,8195.0452436724
BTC,2019-10-03,8273.4640176573,8333.7102961953,8388.0158617972,8177.6946009014
BTC,2019-10-04,8203.8438327979,8273.457418693,8412.6500471359,8060.3253166919
BTC,2019-10-05,8163.9026381024,8231.7862486842,8240.9487694807,8014.4193228933
BTC,2019-10-06,8137.1466890387,8163.9014408188,8196.2495136292,8025.5004622684
BTC,2019-10-07,7853.6933048347,8138.8334890181,8171.5682535605,7802.4648508888
BTC,2019-10-08,8236.2083793045,7850.6845764281,8304.1401391898,7777.6315711193
BTC,2019-10-09,8201.6378181926,8236.2058748116,8316.9906726779,8113.1118049261
BTC,2019-10-10,8572.3808124348,8173.8388033611,8691.0726909608,8117.9122396114
BTC,2019-10-11,8582.1445177037,8572.3823010202,8654.3827760417,8435.1865102049
BTC,2019-10-12,8320.1715813968,8582.1481229343,8796.4572820666,8288.2276305072
BTC,2019-10-13,8328.6042603935,8320.1681544832,8406.1424145675,8225.3014573464
BTC,2019-10-14,8282.1773258265,8309.172912971,8468.9736397711,8167.2649036564
BTC,2019-10-15,8337.8189985374,8282.1815958386,8385.553410467,8214.3188684159
BTC,2019-10-17,8003.8203947876,8166.3447732561,8184.3864357352,7918.275881375
BTC,2019-10-18,8058.0580811125,8003.8192612882,8120.1211057353,7937.85216577
BTC,2019-10-19,7970.2394756046,8058.0588747305,8121.0458847574,7820.0663431405
BTC,2019-10-20,7943.3471070605,7956.8908024537,8095.9033915042,7882.64696812
BTC,2019-10-21,8200.3187633988,7943.3524118623,8306.0049011291,7884.5186252234
BTC,2019-10-22,8200.2460994923,8233.7994675616,8346.5564972109,8152.2378874061
BTC,2019-10-23,8073.4095438836,8200.2443815085,8309.6653283231,8054.948064535
BTC,2019-10-24,7420.4158364928,8027.2938149864,8054.9948877667,7307.3919459376
BTC,2019-10-25,7460.6174159279,7420.4140343537,7503.5997636313,7347.6308650578
BTC,2019-10-26,8591.2238974163,7421.5718045224,8762.6804975733,7393.2614130168
BTC,2019-10-27,9171.3065318558,8591.236577377,10332.4095068033,8591.225767542
BTC,2019-10-28,9578.3675560737,9259.5218725081,9813.4438845701,9103.7371342798
BTC,2019-10-29,9458.2233596272,9578.3643867381,9930.9740212146,9272.6566523034
BTC,2019-10-30,9455.7246926058,9228.0745024715,9551.7787262272,9125.7784571584
BTC,2019-10-31,9225.9954793378,9455.7281976834,9468.9632450573,9004.1323044173
BTC,2019-11-01,9131.4106303055,9225.9977687797,9425.4499396045,8954.8996395848
BTC,2019-11-02,9197.6323446207,9131.417153149,9291.1176443276,9047.1765944573
